id	filename	md5	size	state
c63c52c9-82ba-46f8-bd0c-9459f25e98f2	ed61dd33-6f80-4998-a0fb-82498e123505.rna_seq.augmented_star_gene_counts.tsv	d7ca460b131a0bd120cb18c097c5ec8d	4232317	released
41a9b39d-c8b3-4b5f-9c1f-952ac04cb441	e59f49c0-d7ce-44c3-9590-9b65128d7f8b.rna_seq.augmented_star_gene_counts.tsv	a9005116ed24a8d93b00ec9f2b5de030	4208044	released
8eaead17-aacf-49b0-9f62-30fb80df9df3	871b21df-9338-419b-a2cc-9cf1552f4da2.rna_seq.augmented_star_gene_counts.tsv	6a405361d20c45f13565ef301046c598	4234303	released
a06c89f2-be32-4102-b126-45dcfd364dae	c4464d1a-4513-44af-a555-68cd0ca584b1.rna_seq.augmented_star_gene_counts.tsv	696c65d850518927d5420209ae6018d6	4235514	released
d0b39c4a-a06f-4c52-84b4-3c6483651685	572c3cf7-a0df-40d2-bc64-3fde805c72a7.rna_seq.augmented_star_gene_counts.tsv	660673269afee49bf58a112b8e3af6d4	4240257	released
ac731d82-8a46-4e68-baba-401977b5ac9f	cb6e4e0c-6f89-4ea5-a89d-1b0da8cf7fac.rna_seq.augmented_star_gene_counts.tsv	91cc095a9b069119b6a18cb5e51c6dde	4217179	released
dc0b07cb-49fb-44d0-b4d0-e99d50532d6d	c0529681-133f-47a6-bb6d-cd10c738524b.rna_seq.augmented_star_gene_counts.tsv	91c3d6b0c1cdad4e1e118812dd9572be	4234053	released
bdb54e47-4d66-4ca2-9709-e17c808c606f	c4438838-dcf9-47bb-b796-4a37dbfa369b.rna_seq.augmented_star_gene_counts.tsv	a61b248a5459cba110a2792fd0bf5df8	4223427	released
530bff57-a892-435d-94df-ddc7dbd45fb9	ba6ae99d-73a8-48a5-b038-749434ae2f11.rna_seq.augmented_star_gene_counts.tsv	d6bb414eb7f4f3645e3608cbb29c60c0	4237522	released
026818a6-8180-4d9c-9357-b88a832b374e	d4d783e3-e8df-4cbd-9f8a-53120abf58a1.rna_seq.augmented_star_gene_counts.tsv	99d83193b0bc66f217ae1d1686611665	4211909	released
13a72fbf-f601-4f67-aca4-796716f78293	9ef8ac96-eaba-447f-ac45-aa44f2182c50.rna_seq.augmented_star_gene_counts.tsv	7eb0a8da95109011efe0bd8f14773554	4239225	released
ee9a460d-1b5e-451e-8b4b-7608a21f093d	c1b43ace-3691-4c64-9fb1-4c1e94735b1e.rna_seq.augmented_star_gene_counts.tsv	484c67fb0444a8cff0b6b6ff1fcf36b2	4229253	released
97dbbc5d-67e7-43a0-bc8f-d3425e0f3ce4	6bc70f5c-fdba-4bef-865a-793b7782a107.rna_seq.augmented_star_gene_counts.tsv	a563e864dbf3f1ee17abf3df9abc5719	4206565	released
4781cfea-da20-42ff-aefe-2eaa168f9e34	c277dab0-361f-4aa6-96b1-522a6e556ae1.rna_seq.augmented_star_gene_counts.tsv	9155a12d5a03fcc07b43556a362d30af	4235863	released
bdc3b4bb-dea2-4e41-b297-51540a68e68c	09f3976d-4e95-41b4-bc0b-27eea3e20bb3.rna_seq.augmented_star_gene_counts.tsv	8929598ec17454b0485feb4b45e368eb	4248591	released
f90ba917-21bf-4822-bc55-00f933c9ec34	b12ce56d-b73f-4a80-8d53-08fc1ac97ccb.rna_seq.augmented_star_gene_counts.tsv	0d2010be57b663501775dc8ddf9c7810	4238907	released
e3526436-feca-4475-95d2-cdb1f861dac9	670152b4-944c-4d41-a9ce-c6c8ad616de0.rna_seq.augmented_star_gene_counts.tsv	ac737ddc1f9ac9db1eb2eddd27ed8399	4213187	released
88473424-2ecc-4684-af54-42d6fad65ad1	43f847d6-bb0a-46f0-9193-dabf72330b4f.rna_seq.augmented_star_gene_counts.tsv	7bc3369f7584860f59873b7009b42582	4242665	released
2c15e60c-1190-4bcd-88df-d0707d737a17	7c8246a6-3f2c-42e1-b09f-959cfbf7fd5a.rna_seq.augmented_star_gene_counts.tsv	45fafba3480185a37554beafc6010e90	4211542	released
94f29a8c-1dcb-44ff-a96b-e9267ec84347	299f36bd-d9fd-41f5-8a29-3382e147a14f.rna_seq.augmented_star_gene_counts.tsv	50a01be631a5c8a87a3c8bafce06f544	4194221	released
b8cb5dc2-3a97-4023-bbd8-1bcafbbc6dad	88a33f23-72a0-439b-afc7-2623c58eb1ab.rna_seq.augmented_star_gene_counts.tsv	2a817d6682097d394b85c2e6ccb6fc47	4232022	released
815fe2c4-9815-416b-b44f-9cd48c6aba89	be10ae89-8bc1-4ef3-aae2-8e49379d8649.rna_seq.augmented_star_gene_counts.tsv	87e24181421e041c9314c154135a7b50	4229861	released
9ade3932-9032-46d6-8171-c34a0dc51fce	8f1213be-da41-4cd6-97b2-f9fce1ea00ff.rna_seq.augmented_star_gene_counts.tsv	fe0f6951f69feb9bbaf336bc37fcec03	4204891	released
b7361545-c3a4-4208-aaed-72e4e5282d2f	568a845e-d8a0-47b5-af77-896831524b16.rna_seq.augmented_star_gene_counts.tsv	8d9c0770eb447ffe2bdbcd30986db585	4223185	released
08239799-b042-41c2-90cd-6a0dad35e54d	798dbd1d-9df6-42ab-8fe9-c48e416b3ec1.rna_seq.augmented_star_gene_counts.tsv	9fc8421464f6c42e97a5c8496cf9211d	4232725	released
756b1010-09e1-425f-8682-f9f8144b3c4c	b3e4282d-55bf-43ab-a9af-9e4ec31240ed.rna_seq.augmented_star_gene_counts.tsv	8c9dffa7bc74936ab13c1a5277c54483	4229447	released
b3ebddcc-1177-40a7-baa5-51000c1b7123	290b89f5-2a44-424b-b77d-a190dcb93e07.rna_seq.augmented_star_gene_counts.tsv	89a98004db97853466af5c0f9f869ef9	4199935	released
75b92663-674e-45ea-9ff8-cf3ce33f8839	9f5f50f9-3524-4767-94d3-d89dca19f7ca.rna_seq.augmented_star_gene_counts.tsv	2262f19a1d6e0ad2656c23556ed64b4e	4237920	released
ec9db2fa-3020-45a0-8400-1fa607fdbf05	bf312cd5-e251-4d63-95b5-c379b3ef5ded.rna_seq.augmented_star_gene_counts.tsv	06594cc1ba71b8a43cfffe0585c89f3f	4220728	released
cc6e41a2-f851-4a1a-a7b7-91db1076d6ee	796775e9-e68a-4fb5-bdc5-d9ce33a981d9.rna_seq.augmented_star_gene_counts.tsv	5ed4840bfb1595f58f3e2d4d8e62c382	4228545	released
8de9cb61-cdb8-47f3-8c83-8ebaac2d0cb4	f14f75eb-ca4e-4503-9da9-75981dbd3a2e.rna_seq.augmented_star_gene_counts.tsv	0563a7a2e39caae3edcb71081680fadf	4232531	released
24678a85-dba7-4e0f-8ba8-feeb0652681c	131e315e-6653-4199-b653-42b81644dad9.rna_seq.augmented_star_gene_counts.tsv	3aacf32815135477886fa2d3f21beb25	4174442	released
4cf322d0-afa6-4109-aa0e-a25e587619f8	c69a9c54-79cd-45d2-b6ba-68b6a1ac0afc.rna_seq.augmented_star_gene_counts.tsv	1b9e65e4489496afed727dd9f0a085cf	4235721	released
9afe56f7-2570-4358-8734-5c94e10e83d1	43c9d567-691b-4f12-b083-c6eeeff8e453.rna_seq.augmented_star_gene_counts.tsv	c7a29f2347513f478da93e527e4f3564	4213996	released
53ab9977-2dae-4338-abe2-a0fdde405fff	3e2f2be1-9d8d-4412-92eb-9f3d5c3ea3ef.rna_seq.augmented_star_gene_counts.tsv	89c78f7668ece5cf42307d4718ee5950	4214992	released
b97a37c0-eda8-44c5-9bd2-606a708bdb75	e43b6eca-df42-4a5a-ba4f-48c8a2eb1df5.rna_seq.augmented_star_gene_counts.tsv	235e8a50961ba4f5ee5b9c713f626569	4231932	released
